ship names,ship url,journey id,captains,place start,place end,intended ending place,journey type,sources
Archduc Leopold,https://portal.prizepapers.de/ship/prizepapers_ship_51f26e6a-d6b5-4cd9-a91e-b48b10125fa1/1/-/,537349b1-c98b-4e89-8cd3-be3b7d246298,"Bernard De La Haye, master of the ship 'Veranderung', 1798 and ""Archduc Leopold"" 1794",Riga,European North Sea,Ostend,Journey interrupted by capture,[]
Margaret,https://portal.prizepapers.de/ship/prizepapers_ship_4ffda496-e2d7-4ee3-9e54-309024996a1f/1/-/,6de8be56-52e9-46ac-a3ac-857bc3281716,"Jonathan Merrick, master of the ""Margaret"" 1793","Baltimore, Maryland",Atlantic Ocean,Port-au-Prince,Journey interrupted by capture,[]
Betsey,https://portal.prizepapers.de/ship/prizepapers_ship_eba51b83-183d-496d-93b5-a7397134bc72/1/-/,04902dab-ae30-4cd0-b251-8907e32dc661,"James Helm, master of the ship ""Betsey"" 1794","Aquin, Saint Domingue",Caribbean Sea,Curaçao,Journey interrupted by capture,[]
Active,https://portal.prizepapers.de/ship/prizepapers_ship_91e3bbe4-582a-4bc9-b74c-1f629251767f/1/-/,53275581-9921-4df8-bc02-8f34b317a58f,"William Blair, master of the ""Active"" 1793",Philadelphia,Atlantic Ocean,Nantes,Journey interrupted by capture,[]
Bernstorff,https://portal.prizepapers.de/ship/prizepapers_ship_47e5c042-d04e-4081-bfee-2035f2c6ba4e/1/-/,504a8b39-fdb4-4465-8a42-34df2ef63401,"Ferederick Christian Meyer, master of the ""Bernstorff"" 1798",Bordeaux,Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Deseada,https://portal.prizepapers.de/ship/prizepapers_ship_1cca78a1-d1c2-4ef6-a231-198b64d90f3f/1/-/,15131c14-033b-4203-a216-f332e8e6b6e9,"Josef de Larrauxy, master of the ""Deseada"" 1797",Havana,Shannon River,Hamburg,Journey interrupted by capture,[]
Anna Maria,https://portal.prizepapers.de/ship/prizepapers_ship_181b5c27-b5a0-4abb-8172-1bcf92c87431/1/-/,e2983f73-94eb-43b2-95bd-e343a9157c8e,"Esper Hillebrandt, master of the ""Anna Maria"" 1796",London,Atlantic Ocean,Corunna,Journey interrupted by capture,[]
Edward,https://portal.prizepapers.de/ship/prizepapers_ship_f2bf83d4-eaa7-4989-b1e4-9b1c0cec7d07/1/-/,85570e10-d0de-4247-b6a7-7ab5d65e031f,"Solomon Hotchkiss, master of the 'Edward' in 1794","Baltimore, Maryland","St John, Antigua",Guadeloupe,Journey interrupted by capture,[]
Ann,https://portal.prizepapers.de/ship/prizepapers_ship_630459c4-0315-4740-8c72-701c88248167/1/-/,c8ae77e7-5114-4fb4-b82d-1bed5a37e531,"Joseph Marschalk, master of the ""Ann"" 1795",Bordeaux,Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Wohlfahrth or Wolfart,https://portal.prizepapers.de/ship/prizepapers_ship_da22f643-eb20-4466-98aa-50c0b9fe58c1/1/-/,a7b9627c-d6d4-4aa3-ad6c-db5073e17804,"Johan Samuel Woitge, master of the Wohlfahrth or Wolfart 1794",Copenhagen,European North Sea,Lisbon,Journey interrupted by capture,[]
Freundschaft,https://portal.prizepapers.de/ship/prizepapers_ship_b1200885-771d-40dd-ba40-2bf5758c6276/1/-/,baf81118-c20c-47f7-bb86-165dd3c33367,"Gottfried Iverson Loit, master of the Freundschaft 1796",Rochefort,European North Sea,Altona,Journey interrupted by capture,[]
Rover,https://portal.prizepapers.de/ship/prizepapers_ship_1aad01ae-2f96-41e3-ad4b-a2b7efb53160/1/-/,26e84f36-568a-493d-b44f-25fa9417a269,"Reuben Carver, master of the Rover 1796",Marie-Galante,Atlantic Ocean,Boston,Journey interrupted by capture,[]
Mary Ann,https://portal.prizepapers.de/ship/prizepapers_ship_19f4463f-141c-4cbc-bd55-d7b3f6bb4be9/1/-/,8f0e827d-7c71-485e-89ad-ffe68f2858f4,"Thomas Tucker, master of the ship Mary Ann,1794",Saint Domingue,Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Neptune,https://portal.prizepapers.de/ship/prizepapers_ship_dcd34f8a-e741-440d-8eed-4017c936b8f5/1/-/,03f7cb9a-3d4b-4afb-8edc-c86e770c0ce2,"Matthew Daigre, master of the ""Neptune"" 1794",Cayenne,Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Birmingham,https://portal.prizepapers.de/ship/prizepapers_ship_24ef6559-755a-4e07-bfa8-fe93b3262982/1/-/,bab20097-7a4c-4aaa-b2f1-cbb895c8e062,"William Benton Foster, master of the 'Birmingham' in 1790","Baltimore, Maryland",Liverpool,Amsterdam,Journey interrupted by capture,[]
Mary,https://portal.prizepapers.de/ship/prizepapers_ship_368fea59-24a6-462f-a380-e8d617efdf62/1/-/,876593dd-8630-4f3e-8369-218e4700a688,"James Codwise, master of the ""Mary"" 1794",Guadeloupe,Atlantic Ocean,New York City,Journey interrupted by capture,[]
Eliza,https://portal.prizepapers.de/ship/prizepapers_ship_07e44bc6-23ec-4ad2-93d1-eb59edb963fa/1/-/,284467ec-13bd-4785-a429-7ce3d9d5fa1c,"Timothy Willman, master of the 'Eliza' in 1794",Martinique,Atlantic Ocean,Boston,Journey interrupted by capture,[]
Lucy,https://portal.prizepapers.de/ship/prizepapers_ship_94240cc1-0a22-4291-aa6b-95f43b3f6f5c/1/-/,e72e5d8b-2206-4e58-b63c-94e4823c00a9,"Amos Brown, master of the 'Lucy' in1794",St Lucia,Atlantic Ocean,Boston,Journey interrupted by capture,[]
Charles,https://portal.prizepapers.de/ship/prizepapers_ship_d55853ac-3c8e-41d9-8b2b-ffbd0281c0e9/1/-/,4212e184-1729-4f1f-aa16-41b32e5827e5,"Samuel Brooks, master of the ""Charles"" 1794",Boston,Atlantic Ocean,Guadeloupe,Journey interrupted by capture,[]
Little Cherub,https://portal.prizepapers.de/ship/prizepapers_ship_09fbc339-092f-4ba5-88c5-10baea5a115a/1/-/,e7b75069-af4e-4a48-8174-b34e5d2f2bd0,"Joshua Waite, master of the ""Little Cherub"" 1794",Marie-Galante,North Atlantic Ocean,"Portland, Maine",Journey interrupted by capture,[]
Sally,https://portal.prizepapers.de/ship/prizepapers_ship_bae37287-b740-46a1-925d-6487682cb380/1/-/,7f492fd8-318e-4414-a5ff-6b7342db9a2f,"Richard Gray, master of the Sally 1794",Guadeloupe,Atlantic Ocean,Salem,Journey interrupted by capture,[]
Betsey,https://portal.prizepapers.de/ship/prizepapers_ship_6832577a-5317-4e79-b9bb-16ed2ea275f8/1/-/,e68f850e-190a-4d5b-a392-6fff28eb9521,"Pearson Freeman, master of the ""Betsey"" 1794",Martinique,Atlantic Ocean,Boston,Journey interrupted by capture,[]
Hetty,https://portal.prizepapers.de/ship/prizepapers_ship_eecdac06-9a64-4caf-bd1a-2e0369ce8988/1/-/,76a55c26-2bcd-4120-ad88-2defdf4b6af8,"John Sullivan, master of the ship Hetty,1793",Barbados,Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Maryland,https://portal.prizepapers.de/ship/prizepapers_ship_9ce4660d-4282-45c8-b497-89f7d22bd771/1/-/,ba75db0e-3ca7-46b5-9b58-eaa33a88b810,"John Stran, master of the ship Maryland,1793","Baltimore, Maryland",North Atlantic Ocean,Bordeaux,Journey interrupted by capture,[]
Johannes en Maria Magdalena,https://portal.prizepapers.de/ship/prizepapers_ship_aec42031-d113-4d00-a869-2a1aac2bdce7/1/-/,f4ab52b9-770f-4ab1-afe7-75fd97f22752,"Johannes Lorens, master of the ship Langenburg).  Johannes en Maria Magdalena,1796",Amsterdam,Atlantic Ocean,Surinam,Journey interrupted by capture,[]
Friendship,https://portal.prizepapers.de/ship/prizepapers_ship_a333b26f-e7b8-4c85-b857-b5627b7ebf55/1/-/,fe7684d3-3c6f-4f28-9d23-fd4cea4c200e,"James Codman, master of the ship Friendship,1794","Portland, Maine",North Atlantic Ocean,Dominica,Journey interrupted by capture,[]
Mahala,https://portal.prizepapers.de/ship/prizepapers_ship_d6dcf395-b017-42f9-8584-6818338841ca/1/-/,4286d6b6-21b2-4209-9e88-6626147c59b2,"Eden Wadsworth, master of the ship Mahala,1793",Jacmel,Atlantic Ocean,Boston,Journey interrupted by capture,[]
Betsy,https://portal.prizepapers.de/ship/prizepapers_ship_5ef593e7-6935-4c34-8b81-d9ef1b48ffda/1/-/,2e352cfe-233b-4c92-accd-971d4620377a,"Abiel Hatheway, master of the ""Betsy"" 1794",Guadeloupe,Atlantic Ocean,,Journey interrupted by capture,[]
Richmond,https://portal.prizepapers.de/ship/prizepapers_ship_5a269569-43cb-48e4-a907-0a006e607938/1/-/,2f65e983-236e-4ca6-b4b3-456bee7acbd7,"Francis Dayes, master of the ""Richmond""",Guadeloupe,Montserrat,Portsmouth (Virginia),Journey interrupted by capture,[]
Stork,https://portal.prizepapers.de/ship/prizepapers_ship_d3d5c23e-2de8-4d69-83cb-7698b47ab35a/1/-/,275832f1-5b4f-42e9-ad36-aaa3d971b218,"John Holland, master of the ""Stork"" 1794",Guadeloupe,Atlantic Ocean,Newburyport,Journey interrupted by capture,[]
William,https://portal.prizepapers.de/ship/prizepapers_ship_5b7a2d37-8032-4065-9f0a-d879fca595aa/1/-/,61592611-e356-4f79-a4e2-9088fbc810f7,"William Trow, master of the ""William"" 1794",Guadeloupe,Atlantic Ocean,Newburyport,Journey interrupted by capture,[]
Nuestra Senora da Conceicao,https://portal.prizepapers.de/ship/prizepapers_ship_ce5d6d1e-9188-468b-b23f-287b0e1eb5b5/1/-/,a005f4d1-0353-4e22-bbaf-95fab293b110,"Mathias Jose da Silveira, master of the ship 'Nuestra Senora da Conceicao', 1808",Havana,"Nassau, New Providence",London,Journey interrupted by capture,[]
Alligator,https://portal.prizepapers.de/ship/prizepapers_ship_980e01df-80df-482b-bde7-ca44f1dde318/1/-/,9c455be4-e44e-4cb7-9aa5-b4d03ae05752,"Thomas Knap, master of the 'Alligator', 1809",Guadeloupe,North Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Veloce,https://portal.prizepapers.de/ship/prizepapers_ship_d4076dde-b93a-4d9e-bee9-7aa1a98fff68/1/-/,7196ade4-b65d-4e40-8848-8d85ec1bf0f5,"Giovanni Ballatin, master of the ship 'Veloce', 1800",Marseille,Mediterranean Sea,Algiers,Journey interrupted by capture,[]
Amelia,https://portal.prizepapers.de/ship/prizepapers_ship_5c664cd7-d58e-4073-a560-46b095ee3255/1/-/,bebb4512-9cb2-4d6a-94a7-510b85c7efd6,"John Owen, master of the ship 'Amelia', 1793",Isle de France,South China Sea,Macao,Journey interrupted by capture,[]
Sewell,https://portal.prizepapers.de/ship/prizepapers_ship_67bae5b9-f3ae-4f91-bfc5-3677288c1ffc/1/-/,ad4d2cc0-0b40-47e5-885a-597d8978c48b,"Daniel Howland, master of the ship 'Sewell', 1793",St Marc,Caribbean Sea,"Baltimore, Maryland",Journey interrupted by capture,[]
Fox,https://portal.prizepapers.de/ship/prizepapers_ship_f454c6c7-2d47-4b8c-a6c1-9f074f9a2442/1/-/,dd60dc3d-2a3b-4e91-acb8-c2109fb47c08,"Hosea Brooks, master of the 'Fox' in 1798",Charleston,Jamaica,Saint Domingue,Journey interrupted by capture,[]
Friendship,https://portal.prizepapers.de/ship/prizepapers_ship_0b6bb651-3ab7-4a48-b0c7-e4eaca6bf829/1/-/,1befc5f0-d7d7-4b97-8cbb-a5b2d31774d0,"Nathan Clark, master of the 'Friendship' in 1798",Jacmel,North Atlantic Ocean,New York City,Journey interrupted by capture,[]
William,https://portal.prizepapers.de/ship/prizepapers_ship_3cc71684-2b91-4ffe-abb6-af467aa01e68/1/-/,fec108d8-1058-4bcf-9ab9-de451adcc1e8,"James Mather Leith, master of the 'William' in 1793",Guadeloupe,St Kitts,Saint Barthélemy,Journey interrupted by capture,[]
Norske Bonde|Olive,https://portal.prizepapers.de/ship/prizepapers_ship_16634fce-c97e-4879-8c0e-9609eca21654/1/-/,c8d5d91d-7e66-4343-bdba-508547da6367,"Jacob Jacobsen, master of the ship ""Norske Bonde"" 1808",Tranquebar,Calcutta,,Journey interrupted by capture,[]
Swan,https://portal.prizepapers.de/ship/prizepapers_ship_3b3433f0-0ee7-42cc-8177-5af940493953/1/-/,c6db80ff-2fff-4655-87cc-08dddbccfe6e,"Samuel Millikin, master of the ship Swan,1794","Portland, Maine",Atlantic Ocean,Antigua,Journey interrupted by capture,[]
Cleopatra,https://portal.prizepapers.de/ship/prizepapers_ship_dc374436-bca5-49fa-89c7-df063060146d/1/-/,fdfe648b-999a-4773-b253-f38676188f3c,"John Oliver Waterman, master of the ship 'Cleopatra', 1800",,Jamaica,,Journey interrupted by capture,[]
Molly,https://portal.prizepapers.de/ship/prizepapers_ship_9384962f-4155-42be-9094-0af3d6901a47/1/-/,48d01811-8e47-4bd3-8ce7-2144c0a338c6,"Bernard Raser, master of the ship Molly,1793",St Marc,Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Charming Sally,https://portal.prizepapers.de/ship/prizepapers_ship_a4fee5fd-cc99-4fc1-819f-d03e35ad43db/1/-/,32c1a646-852d-49a1-a1df-b478f1e830de,"Richard Crowninshield, master of the Charming Sally in 1794",Guadeloupe,Atlantic Ocean,Salem,Journey interrupted by capture,[]
Sally,https://portal.prizepapers.de/ship/prizepapers_ship_57743993-931b-43a2-86a3-e5de4848d87d/1/-/,72a40f0d-64d6-4e31-be09-4fb70b575a28,"Zachariah Birchmore, master of the ship ""Sally"" 1794",Guadeloupe,Atlantic Ocean,Salem,Journey interrupted by capture,[]
Ceres,https://portal.prizepapers.de/ship/prizepapers_ship_132134c3-33bd-46bf-bb58-5c1a25060fc9/1/-/,8baec5a1-7eda-44e1-b7cb-2103639e2074,"John Robinson, master of the ship ""Ceres"" 1794",Guadeloupe,Atlantic Ocean,New York City,Journey interrupted by capture,[]
Clarissa,https://portal.prizepapers.de/ship/prizepapers_ship_acb9628e-9ffa-4899-8b3a-5994af78bcd4/1/-/,07d13677-e287-4b10-b945-19f2adc300d7,"Thomas Remington, master of the ship ""Clarissa"" 1794",Guadeloupe,Atlantic Ocean,New York City,Journey interrupted by capture,[]
Swift,https://portal.prizepapers.de/ship/prizepapers_ship_50591324-e090-4056-92b9-c2630cc4a5cd/1/-/,d45bce52-f66c-435d-b66c-12f258776c52,"Tristram Butler, master of the ship ""Swift"" 1793",Guadeloupe,Caribbean Sea,St Eustatius,Journey interrupted by capture,[]
Nancy,https://portal.prizepapers.de/ship/prizepapers_ship_50c653c4-e7b7-4794-bab3-c4a7c2c5b93a/1/-/,45f8dc22-2cd6-49d1-bb89-f3db2408ffc6,"David Florence, master of the 'Nancy' in 1793",Port-au-Prince,"Nassau, New Providence",Philadelphia,Journey interrupted by capture,[]
Eliza,https://portal.prizepapers.de/ship/prizepapers_ship_eae3a43f-af4b-407a-baba-1c701aab0660/1/-/,7076def2-95ea-4896-9305-09d967e48ce4,"James Worsley, master of the ship  ""Eliza"" 1793",Port Louis (Mauritius),Atlantic Ocean,Dunkirk,Journey interrupted by capture,[]
Prudence,https://portal.prizepapers.de/ship/prizepapers_ship_a18dcc5c-2e3f-43a2-a462-952d97d8e744/1/-/,b33c1542-b377-4757-afea-f53d59e36247,"Joseph Dixon, master of the 'Prudence' in 1795",Bordeaux,Bermuda,New York City,Journey interrupted by capture,[]
Patty,https://portal.prizepapers.de/ship/prizepapers_ship_350e67e7-7c24-4adb-843b-50dd3ed092de/1/-/,9752117a-abb3-48e8-be02-d91b6901dca1,"John Taylor, master of the ship 'Patty',1794",Cap Français,Bermuda,Boston,Journey interrupted by capture,[]
Connecticut,https://portal.prizepapers.de/ship/prizepapers_ship_f46dee36-1c2e-4a64-a766-dc79924fcd57/1/-/,c9f2c947-6b46-4822-88dd-20e35887c555,"Charles Dickinson, master of the 'Connecticut' in 1794",New York City,"Greenock, Scottland",France,Journey interrupted by capture,[]
Betsey,https://portal.prizepapers.de/ship/prizepapers_ship_c80f1cd3-0a0c-4fbb-a474-3295a8777972/1/-/,8f09de34-aa67-436c-9ba8-f796ebb64a46,"William Bass, master of the 'Betsey' in 1795",Bordeaux,Bermuda,Philadelphia,Journey interrupted by capture,[]
Diligent,https://portal.prizepapers.de/ship/prizepapers_ship_a37c513c-9531-4534-a064-29cb2cb4609a/1/-/,982be134-e9f2-460b-a56e-db4a06267b80,"James Cunningham, master of the 'Diligent' in 1793",Guadeloupe,Montserrat,New York City,Journey interrupted by capture,[]
Pomona,https://portal.prizepapers.de/ship/prizepapers_ship_bccb6772-4b29-4e08-8c49-530a0e8c2952/1/-/,8279e6e0-725e-4bc2-87f4-1caa9b642ddf,"Boyd Buchanan, master of the 'Pomona' in 1795",Bordeaux,North Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Lady Walterstorff,https://portal.prizepapers.de/ship/prizepapers_ship_5f994ca7-62d8-4447-880c-41b816179dd0/1/-/,e3c8f60d-cc98-45b0-9aa5-77fb08eae265,"George Davis, master of the 'Lady Walterstorff' in 1793",Cap Français,Jamaica,St Thomas,Journey interrupted by capture,[]
Swan,https://portal.prizepapers.de/ship/prizepapers_ship_6eecfaed-eff1-407c-acc8-9acfa7d8f142/1/-/,bda8001b-04a3-4655-a372-8472aa2be49c,"Paul Ray, master of the 'Swan' in 1795",Hamburg,The Channel,Le Havre,Journey interrupted by capture,[]
America,https://portal.prizepapers.de/ship/prizepapers_ship_9611021d-6941-4f43-bdf8-b2f66cf7520b/1/-/,bb2d8325-9d25-428b-9251-86378b526d0f,"Webster Brown, master of the 'America' in 1794",Saint Domingue,North Atlantic Ocean,Charleston,Journey interrupted by capture,[]
Cupid,https://portal.prizepapers.de/ship/prizepapers_ship_48dd761b-5373-4a1a-81c4-b6af24c62a9f/1/-/,06baf646-e72b-4a36-8979-7298e26f46f7,"Rowland Tatham, master of the 'Cupid' in 1791",Saint Barthélemy,North Atlantic Ocean,,Journey interrupted by capture,[]
Fox,https://portal.prizepapers.de/ship/prizepapers_ship_c2a586c7-ee22-4b47-a7fb-3953ac92f887/1/-/,dad7e7cb-25d6-448e-909b-d3c4ad481ddc,"Zorobabel Northam, master of the ship Fox,1793","Aux Cayes, Saint Domingue",North Atlantic Ocean,"Baltimore, Maryland",Journey interrupted by capture,[]
Fabius,https://portal.prizepapers.de/ship/prizepapers_ship_44e82d0a-a03c-4d6e-8132-b489a45ab39d/1/-/,96ecadc5-2a82-4606-9f9d-2f7ecb9751a1,"John Corran, master of the 'Fabius' in 1795",Bordeaux,North Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Quantibay Cook,https://portal.prizepapers.de/ship/prizepapers_ship_555b4af4-f71f-4d76-a27e-1afc591bcc8a/1/-/,ab020e08-0379-4a6b-a540-c1128641e3fb,"Samuel Eames, master of the 'Quantibay Cook' in 1798",St Thomas,Jamaica,Havana,Journey interrupted by capture,[]
Nabby,https://portal.prizepapers.de/ship/prizepapers_ship_85661ee2-7748-4a0f-81d1-d92332b2f8c9/1/-/,600ec0a4-f066-4fab-b98b-78b750fc6071,"Josiah Curtis, master of the 'Nabby' in 1793",Martinique,Dominica,"Wethersfield, Connecticut",Journey interrupted by capture,[]
Ariel,https://portal.prizepapers.de/ship/prizepapers_ship_86c557d0-34e6-4ac0-ba88-c355d40f21d0/1/-/,0c90e454-06ea-452d-b177-16129ee05843,"Daniel Dashiel, master of the ‘Ariel' in 1799",Jérémie,Saint Domingue,,Journey,
Amazone,https://portal.prizepapers.de/ship/prizepapers_ship_b3898692-bc47-415d-870c-8d3dd5f64368/1/-/,c530e095-f59f-401b-8054-7fc4be9df58d,,North Atlantic Ocean,North Atlantic Ocean,,Journey interrupted by capture,[]
Fox,https://portal.prizepapers.de/ship/prizepapers_ship_b30b71b8-fb8d-43f6-9a43-19b63dfabca1/1/-/,9902dc8e-d463-46de-a8f5-54f2056b2489,James Very,Jacmel,North Atlantic Ocean,Salem,Journey interrupted by capture,[]
John,https://portal.prizepapers.de/ship/prizepapers_ship_775cac68-7fbe-40b5-a8c4-dc4443334788/1/-/,d81b11d0-701d-488c-8778-e2eab11c5cd7,"Joseph Woodman, master of the 'John' in 1795","Gonaives, St. Domingue",North Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Eagle,https://portal.prizepapers.de/ship/prizepapers_ship_97b1c269-0230-4868-be5c-133d30da4a5b/1/-/,9f0ddc21-79ac-4c1f-b2fb-10b75329b055,"Gregory Powers, master of the 'Eagle' in 1794",Guadeloupe,Tiburon,"New Haven, Connecticut",Journey interrupted by capture,[]
Lafayette,https://portal.prizepapers.de/ship/prizepapers_ship_727cff30-80b8-4170-89ae-cf173d8b05a2/1/-/,7cf8ec6d-fc68-43b6-8c67-3815a5195090,"Joseph Wyatt, master of the 'Lafayette',1794",Boston,Atlantic Ocean,Martinique,Journey interrupted by capture,[]
Haagen Adelsteen,https://portal.prizepapers.de/ship/prizepapers_ship_d4831cbd-6bc6-47ce-87e1-8e1fa4ef093b/1/-/,4ddb0c8a-8395-42ca-8949-419dafff8f3c,"John Anderson Woxholt, master of the 'Haagen Adelsteen' in 1794",Copenhagen,Newcastle upon Tyne,Bordeaux,Journey interrupted by capture,[]
Alathea,https://portal.prizepapers.de/ship/prizepapers_ship_799546bd-e350-4c4a-beae-cb0a8c676b7b/1/-/,af169e9e-93ff-48cd-a850-8006d532f214,"Richard Sprague, master of the 'Alathea' in 1794",Guadeloupe,North Atlantic Ocean,America,Journey interrupted by capture,[]
Juno,https://portal.prizepapers.de/ship/prizepapers_ship_d12179ce-088b-4c91-94fb-6a24e14e3961/1/-/,d8ae98fd-a203-4c9e-8984-4525c54a9447,"George Parker, master of the ship Juno,1793",Cap Français,North Atlantic Ocean,Havana,Journey interrupted by capture,[]
Commerce,https://portal.prizepapers.de/ship/prizepapers_ship_f0a54dd2-36a8-4f4a-8add-502b2be6b42a/1/-/,f8dce94a-d749-443b-b031-c893613e9103,"Isaiah Massey, master of the 'Commerce' in 1794",Cap Français,North Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Polly,https://portal.prizepapers.de/ship/prizepapers_ship_5ffc1360-0da7-4fa5-905f-0a4948c0393e/1/-/,8f51c820-7add-4cbe-8577-9a60b5a2c1cd,"John Congdon, master of the ship Polly,1794",Guadeloupe,North Atlantic Ocean,Philadelphia,Journey interrupted by capture,[]
Polly,https://portal.prizepapers.de/ship/prizepapers_ship_9beb8ac1-9b3a-42bf-b37f-539398ed24f9/1/-/,539862ca-4e99-4995-9a1a-333ab7f46613,"John Smith, master of the ship Polly,1793",,,,Journey interrupted by capture,[]
Sukey,https://portal.prizepapers.de/ship/prizepapers_ship_9c0b2820-7a64-4015-96e0-8268c8e46c69/1/-/,b9285ee7-7fd3-4676-bd13-693b27047c4d,"Christopher Deshon, master of the ship Sukey,1794","Aquin, Saint Domingue",Atlantic Ocean,United States of America,Journey interrupted by capture,[]
Swallow,https://portal.prizepapers.de/ship/prizepapers_ship_c6788dc0-1cb3-4a39-ad19-5b86de524035/1/-/,f832cf22-6ecd-45d8-9673-f626b4d03171,"Joshua Foster, master of the ship Swallow,1794",Guadeloupe,Atlantic Ocean,Beverly,Journey interrupted by capture,[]
